"hs_code;description;us;dd;rs;pcs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.42.00.00;Non découpés en morceaux"," congelés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.43.00.00;Foies gras"," frais ou réfrigérés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.44.00.00;Autres"," frais ou réfrigérés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.45.00.00;Autres"," congelés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.52.00.00;Non découpés en morceaux"," congelés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.53.00.00;Foies gras"," frais ou réfrigérés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.54.00.00;Autres"," frais ou réfrigérés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.55.00.00;Autres"," congelés;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0207.60.00.00;De pintades;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0208.10.00.00;De lapins ou de lièvres;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0208.30.00.00;De primates;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0208.50.00.00;De reptiles (y compris les serpents et les tor-;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0208.90.00.00;Autres;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0209.10.00.00;De porc;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0209.90.00.00;Autres;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0210.12.00.00;Poitrines (entrelardées) et leurs morceaux;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0210.19.00.00;Autres;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0210.20.00.00;Viandes de l'espèce bovine;kg;35;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0210.91.00.00;De primates;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0210.99.00.00;Autres;kg;20;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.11.00.00;D’eau douce;kg;10;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.19.00.00;Autres;kg;10;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.91.10.00;Alevins;kg;5;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.91.90.00;Autres;kg;10;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.92.10.00;Alevins;kg;5;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.92.90.00;Autres;kg;10;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.93.10.00;Alevins;kg;5;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0301.93.90.00;Autres;kg;10;1;1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
